location_name,sex_name,age_name,cause_name,val
Alabama,Female,20 to 24,Amphetamine use disorders,46.8553278063593
Alabama,Male,15 to 19,Substance use disorders,1156.686359775314
Alabama,Female,15 to 19,Substance use disorders,485.2602379831258
Alabama,Male,20 to 24,Substance use disorders,4271.061579809802
Alabama,Male,25 to 29,Substance use disorders,6240.95643045001
Alabama,Female,55 to 59,Amphetamine use disorders,38.66096306953032
Alabama,Male,80 plus,Substance use disorders,126.9603442328926
Alabama,Male,80 to 84,Substance use disorders,77.85508011308492
Alabama,Male,45 to 49,Cocaine use disorders,251.40277299081743
Alabama,Female,40 to 44,Cocaine use disorders,192.20200114941585
Alabama,Male,40 to 44,Cocaine use disorders,267.63896646603763
Alabama,Female,35 to 39,Cocaine use disorders,205.81784355050496
Alabama,Male,35 to 39,Cocaine use disorders,330.26151088164613
Alabama,Female,30 to 34,Cocaine use disorders,195.38275406919738
Alabama,Male,30 to 34,Cocaine use disorders,347.36884336111535
Alabama,Female,25 to 29,Cocaine use disorders,83.2535510674799
Alabama,Male,25 to 29,Cocaine use disorders,170.90549540406647
Alabama,Female,20 to 24,Cocaine use disorders,50.067777075004216
Alabama,Male,20 to 24,Cocaine use disorders,108.21919706196844
Alabama,Female,15 to 19,Cocaine use disorders,11.671952060758096
Alabama,Male,15 to 19,Cocaine use disorders,26.79121044251371
Alabama,Female,80 to 84,Opioid use disorders,37.739998058361756
Alabama,Male,80 to 84,Opioid use disorders,31.41203787568082
Alabama,Female,80 plus,Opioid use disorders,71.96725924558963
Alabama,Male,80 plus,Opioid use disorders,54.703052122611936
Alabama,Female,45 to 49,Cocaine use disorders,198.49417620712757
Alabama,Female,80 plus,Substance use disorders,183.21479068600712
Alabama,Male,50 to 54,Cocaine use disorders,309.4933403522363
Alabama,Male,55 to 59,Cocaine use disorders,207.65741002096507
Alabama,Female,80 to 84,Substance use disorders,95.30215078688124
Alabama,Male,20 to 24,Amphetamine use disorders,54.749289883455354
Alabama,Female,15 to 19,Amphetamine use disorders,13.557195100280984
Alabama,Male,15 to 19,Amphetamine use disorders,13.439222748429374
Alabama,Female,80 to 84,Cocaine use disorders,0.013031317318135541
Alabama,Male,80 to 84,Cocaine use disorders,0.6887491882355274
Alabama,Female,80 plus,Cocaine use disorders,0.06561583341356772
Alabama,Male,80 plus,Cocaine use disorders,1.165956636587233
Alabama,Female,75 to 79,Cocaine use disorders,0.8247806792201609
Alabama,Male,75 to 79,Cocaine use disorders,5.0541380680863695
Alabama,Female,70 to 74,Cocaine use disorders,1.3685455580774502
Alabama,Male,70 to 74,Cocaine use disorders,10.003735549257954
Alabama,Female,65 to 69,Cocaine use disorders,16.503985780419203
Alabama,Male,65 to 69,Cocaine use disorders,37.534144795074404
Alabama,Female,60 to 64,Cocaine use disorders,41.08564892109533
Alabama,Male,60 to 64,Cocaine use disorders,90.35177797341379
Alabama,Female,55 to 59,Cocaine use disorders,91.73739203088272
Alabama,Female,50 to 54,Cocaine use disorders,142.48643807966076
Alabama,Male,60 to 64,Amphetamine use disorders,29.812543004627706
Alabama,Female,60 to 64,Amphetamine use disorders,17.480904062170392
Alabama,Male,65 to 69,Amphetamine use disorders,11.360390713052967
Alabama,Male,30 to 34,Anorexia nervosa,0.001679953716478438
Alabama,Female,25 to 29,Anorexia nervosa,3.3528596392530616
Alabama,Male,25 to 29,Anorexia nervosa,0.0007524602948250441
Alabama,Female,20 to 24,Anorexia nervosa,2.349438707955982
Alabama,Male,20 to 24,Anorexia nervosa,0.0030058796112122465
Alabama,Female,15 to 19,Anorexia nervosa,0.7131047086923826
Alabama,Male,15 to 19,Anorexia nervosa,0.001737153982352112
Alabama,Female,45 to 49,Eating disorders,2.7043429453610464
Alabama,Male,45 to 49,Eating disorders,0.2557341759021195
Alabama,Female,40 to 44,Eating disorders,3.3224603514188034
Alabama,Male,40 to 44,Eating disorders,0.16961398124814395
Alabama,Female,35 to 39,Eating disorders,3.5210188532563658
Alabama,Male,35 to 39,Eating disorders,0.2066829140192754
Alabama,Female,30 to 34,Eating disorders,3.5550589088781663
Alabama,Male,30 to 34,Eating disorders,0.3385553942099948
Alabama,Female,25 to 29,Eating disorders,4.160659480753065
Alabama,Male,25 to 29,Eating disorders,0.3277893055054465
Alabama,Female,30 to 34,Anorexia nervosa,3.03215737438507
Alabama,Female,20 to 24,Eating disorders,3.065850793677544
Alabama,Male,35 to 39,Anorexia nervosa,0.007375697806663784
Alabama,Male,40 to 44,Anorexia nervosa,0.011836598030228664
Alabama,Female,45 to 49,Bulimia nervosa,0.2882260734396425
Alabama,Male,45 to 49,Bulimia nervosa,0.25169956776868513
Alabama,Female,40 to 44,Bulimia nervosa,0.3949478557479363
Alabama,Male,40 to 44,Bulimia nervosa,0.15777738321791512
Alabama,Female,35 to 39,Bulimia nervosa,0.4969105718894495
Alabama,Male,35 to 39,Bulimia nervosa,0.1993072162126116
Alabama,Female,30 to 34,Bulimia nervosa,0.5229015344930988
Alabama,Male,30 to 34,Bulimia nervosa,0.3368754404935167
Alabama,Female,25 to 29,Bulimia nervosa,0.8077998414999991
Alabama,Male,25 to 29,Bulimia nervosa,0.3270368452106214
Alabama,Female,20 to 24,Bulimia nervosa,0.7164120857215629
Alabama,Male,20 to 24,Bulimia nervosa,0.36435443138626294
Alabama,Female,15 to 19,Bulimia nervosa,0.1964696643162845
Alabama,Male,15 to 19,Bulimia nervosa,0.1450831042031018
Alabama,Female,45 to 49,Anorexia nervosa,2.416116871921401
Alabama,Male,45 to 49,Anorexia nervosa,0.004034608133434013
Alabama,Female,40 to 44,Anorexia nervosa,2.9275124956708662
Alabama,Female,35 to 39,Anorexia nervosa,3.0241082813669142
Alabama,Male,20 to 24,Eating disorders,0.36736031099747496
Alabama,Female,15 to 19,Eating disorders,0.9095743730086676
Alabama,Male,15 to 19,Eating disorders,0.14682025818545394
Alabama,Female,30 to 34,Other drug use disorders,762.4759918769055
Alabama,Male,30 to 34,Other drug use disorders,800.1526152425499
Alabama,Female,25 to 29,Other drug use disorders,526.5423783902156
Alabama,Male,25 to 29,Other drug use disorders,717.5617163435406
Alabama,Female,20 to 24,Other drug use disorders,324.8146936040152
Alabama,Male,20 to 24,Other drug use disorders,479.22343845333467
Alabama,Female,15 to 19,Other drug use disorders,89.59830934675242
Alabama,Male,15 to 19,Other drug use disorders,117.91919806886507
Alabama,Female,80 to 84,Amphetamine use disorders,0.03762559538871405
Alabama,Male,80 to 84,Amphetamine use disorders,0.2120265230397399
Alabama,Female,80 plus,Amphetamine use disorders,0.06109341069160409
Alabama,Male,80 plus,Amphetamine use disorders,0.34886086417332274
Alabama,Female,75 to 79,Amphetamine use disorders,0.7995851564549438
Alabama,Male,75 to 79,Amphetamine use disorders,1.001874675029856
Alabama,Female,70 to 74,Amphetamine use disorders,1.4169018896895962
Alabama,Male,70 to 74,Amphetamine use disorders,2.109796332160237
Alabama,Female,65 to 69,Amphetamine use disorders,7.403772642152723
Alabama,Male,35 to 39,Other drug use disorders,764.0210960340123
Alabama,Female,35 to 39,Other drug use disorders,784.0188594449534
Alabama,Male,40 to 44,Other drug use disorders,608.8806048692884
Alabama,Female,40 to 44,Other drug use disorders,717.000416319215
Alabama,Female,80 to 84,Other drug use disorders,49.8692335910934
Alabama,Male,80 to 84,Other drug use disorders,23.23976438367621
Alabama,Female,80 plus,Other drug use disorders,98.1363531041074
Alabama,Male,80 plus,Other drug use disorders,38.264806526362406
Alabama,Female,75 to 79,Other drug use disorders,62.148487192668746
Alabama,Male,75 to 79,Other drug use disorders,33.718353977091716
Alabama,Female,70 to 74,Other drug use disorders,100.25692895443048
Alabama,Male,70 to 74,Other drug use disorders,64.54058414997161
Alabama,Female,75 to 79,Opioid use disorders,70.29363585733296
Alabama,Female,65 to 69,Other drug use disorders,98.03753587180373
Alabama,Female,60 to 64,Other drug use disorders,218.42315049749038
Alabama,Male,60 to 64,Other drug use disorders,148.11075222748437
Alabama,Female,55 to 59,Other drug use disorders,476.8224542933322
Alabama,Male,55 to 59,Other drug use disorders,327.2313438936062
Alabama,Female,50 to 54,Other drug use disorders,702.5845710771118
Alabama,Male,50 to 54,Other drug use disorders,464.6636490724716
Alabama,Female,45 to 49,Other drug use disorders,775.0621659686299
Alabama,Male,45 to 49,Other drug use disorders,564.1538359096241
Alabama,Male,65 to 69,Other drug use disorders,58.073354384415396
Alabama,Male,75 to 79,Opioid use disorders,64.93430596832097
Alabama,Male,30 to 34,Substance use disorders,6430.342219253548
Alabama,Male,70 to 74,Opioid use disorders,107.97335733307736
Alabama,Male,30 to 34,Mental disorders,0.3385553942099948
Alabama,Female,25 to 29,Mental disorders,4.160659480753065
Alabama,Male,25 to 29,Mental disorders,0.3277893055054465
Alabama,Female,20 to 24,Mental disorders,3.065850793677544
Alabama,Male,20 to 24,Mental disorders,0.36736031099747496
Alabama,Female,15 to 19,Mental disorders,0.9095743730086676
Alabama,Male,15 to 19,Mental disorders,0.14682025818545394
Alabama,Male,65 to 69,Alcohol use disorders,267.3036030305421
Alabama,Female,65 to 69,Alcohol use disorders,68.88425732871579
Alabama,Female,30 to 34,Mental disorders,3.5550589088781663
Alabama,Male,70 to 74,Alcohol use disorders,139.43230230651324
Alabama,Male,75 to 79,Alcohol use disorders,62.689120105519336
Alabama,Female,75 to 79,Alcohol use disorders,17.142162626072405
Alabama,Male,80 plus,Alcohol use disorders,32.477668083157546
Alabama,Female,80 plus,Alcohol use disorders,12.984469092205273
Alabama,Male,80 to 84,Alcohol use disorders,22.302502142452607
Alabama,Female,80 to 84,Alcohol use disorders,7.642262224719333
Alabama,Male,15 to 19,Drug use disorders,1115.8042306136024
Alabama,Female,15 to 19,Drug use disorders,471.4518113158342
Alabama,Male,20 to 24,Drug use disorders,4154.285297923319
Alabama,Female,70 to 74,Alcohol use disorders,35.15601510355885
Alabama,Male,35 to 39,Mental disorders,0.2066829140192754
Alabama,Female,35 to 39,Mental disorders,3.5210188532563658
Alabama,Female,70 to 74,Opioid use disorders,113.1277268867125
Alabama,Female,55 to 59,Alcohol use disorders,185.13800543780144
Alabama,Male,55 to 59,Alcohol use disorders,666.6237761952158
Alabama,Female,50 to 54,Alcohol use disorders,243.09946100522583
Alabama,Male,50 to 54,Alcohol use disorders,683.634302954662
Alabama,Female,45 to 49,Alcohol use disorders,314.1026743945573
Alabama,Male,45 to 49,Alcohol use disorders,603.8364217417433
Alabama,Female,40 to 44,Alcohol use disorders,228.402812222069
Alabama,Male,40 to 44,Alcohol use disorders,483.12938616139365
Alabama,Female,35 to 39,Alcohol use disorders,178.97141503111175
Alabama,Male,35 to 39,Alcohol use disorders,401.30511320063096
Alabama,Female,30 to 34,Alcohol use disorders,135.2546439101688
Alabama,Male,30 to 34,Alcohol use disorders,311.69521135463407
Alabama,Female,25 to 29,Alcohol use disorders,81.55427227546048
Alabama,Male,25 to 29,Alcohol use disorders,208.21282681299505
Alabama,Female,20 to 24,Alcohol use disorders,35.094063110038675
Alabama,Male,20 to 24,Alcohol use disorders,116.77628188648531
Alabama,Female,15 to 19,Alcohol use disorders,13.808426667291933
Alabama,Male,15 to 19,Alcohol use disorders,40.88212916171323
Alabama,Female,45 to 49,Mental disorders,2.7043429453610464
Alabama,Male,45 to 49,Mental disorders,0.2557341759021195
Alabama,Female,40 to 44,Mental disorders,3.3224603514188034
Alabama,Female,20 to 24,Drug use disorders,1703.7291628455048
Alabama,Male,25 to 29,Drug use disorders,6032.7436036370145
Alabama,Male,40 to 44,Mental disorders,0.16961398124814395
Alabama,Male,30 to 34,Drug use disorders,6118.647007898904
Alabama,Male,70 to 74,Drug use disorders,184.6274733644674
Alabama,Female,70 to 74,Drug use disorders,216.17010328890973
Alabama,Male,75 to 79,Drug use disorders,104.70867268852881
Alabama,Female,75 to 79,Drug use disorders,134.06648888567713
Alabama,Male,80 plus,Drug use disorders,94.48267614973489
Alabama,Female,80 plus,Drug use disorders,170.23032159380242
Alabama,Male,80 to 84,Drug use disorders,55.55257797063219
Alabama,Female,80 to 84,Drug use disorders,87.65988856216178
Alabama,Male,15 to 19,Opioid use disorders,957.6545993537936
Alabama,Female,15 to 19,Opioid use disorders,356.6243548080422
Alabama,Male,20 to 24,Opioid use disorders,3512.093372524556
Alabama,Female,20 to 24,Opioid use disorders,1281.991364360126
Alabama,Male,25 to 29,Opioid use disorders,5065.513178504656
Alabama,Female,25 to 29,Opioid use disorders,2076.2190320033365
Alabama,Male,30 to 34,Opioid use disorders,4842.645417360884
Alabama,Female,30 to 34,Opioid use disorders,2401.1600124706706
Alabama,Male,35 to 39,Opioid use disorders,4534.733740304668
Alabama,Female,25 to 29,Drug use disorders,2759.277077755382
Alabama,Female,65 to 69,Opioid use disorders,274.42544164361664
Alabama,Male,65 to 69,Opioid use disorders,307.9590427291369
Alabama,Female,60 to 64,Opioid use disorders,594.4279987989032
Alabama,Male,60 to 64,Opioid use disorders,682.8202348892625
Alabama,Female,55 to 59,Opioid use disorders,1248.360932990085
Alabama,Female,65 to 69,Drug use disorders,396.3707359379925
Alabama,Male,55 to 59,Opioid use disorders,1504.1561174447886
Alabama,Male,50 to 54,Opioid use disorders,2293.8004100954035
Alabama,Female,45 to 49,Opioid use disorders,2287.2625626930253
Alabama,Male,45 to 49,Opioid use disorders,3001.9779560828115
Alabama,Female,40 to 44,Opioid use disorders,2145.924840272416
Alabama,Male,40 to 44,Opioid use disorders,3452.569502475026
Alabama,Female,35 to 39,Opioid use disorders,2377.79554130146
Alabama,Female,50 to 54,Opioid use disorders,1839.2382753205734
Alabama,Male,65 to 69,Drug use disorders,414.9269326216796
Alabama,Male,60 to 64,Alcohol use disorders,496.8538158141391
Alabama,Male,35 to 39,Drug use disorders,5755.616191500186
Alabama,Female,40 to 44,Drug use disorders,3121.398118031605
Alabama,Male,45 to 49,Drug use disorders,3914.226396280466
Alabama,Female,30 to 34,Drug use disorders,3428.4443079473876
Alabama,Female,45 to 49,Drug use disorders,3331.249281815073
Alabama,Male,50 to 54,Drug use disorders,3170.9460489512126
Alabama,Female,50 to 54,Drug use disorders,2743.008130579225
Alabama,Male,55 to 59,Drug use disorders,2106.723027835254
Alabama,Female,55 to 59,Drug use disorders,1855.581742383831
Alabama,Male,60 to 64,Drug use disorders,951.0953080947876
Alabama,Female,60 to 64,Drug use disorders,871.4177022796595
Alabama,Male,40 to 44,Drug use disorders,4430.383947155985
Alabama,Female,35 to 39,Drug use disorders,3441.941520968141
Alaska,Female,25 to 29,Cocaine use disorders,14.984549065444607
Alaska,Male,25 to 29,Cocaine use disorders,35.47612477714323
Alaska,Female,20 to 24,Cocaine use disorders,8.970929277629349
Alaska,Male,35 to 39,Cocaine use disorders,50.368977932343114
Alaska,Male,20 to 24,Cocaine use disorders,24.18481332327448
Alaska,Female,15 to 19,Cocaine use disorders,2.2467111879192387
Alaska,Male,15 to 19,Cocaine use disorders,5.515979286995839
Alaska,Female,80 to 84,Opioid use disorders,2.4963052536260166
Alaska,Male,80 to 84,Opioid use disorders,3.0535607981356607
Alaska,Female,80 plus,Opioid use disorders,4.761589632937938
Alaska,Male,80 plus,Opioid use disorders,5.138828651198591
Alaska,Female,75 to 79,Opioid use disorders,5.662138690334863
Alaska,Male,30 to 34,Cocaine use disorders,64.93103084554502
Alaska,Female,30 to 34,Cocaine use disorders,29.13464910531211
Alaska,Female,30 to 34,Anorexia nervosa,0.1871942115160248
Alaska,Female,35 to 39,Cocaine use disorders,27.56694709879219
Alaska,Male,20 to 24,Amphetamine use disorders,13.50392298322808
Alaska,Female,15 to 19,Amphetamine use disorders,2.750119118815038
Alaska,Male,15 to 19,Amphetamine use disorders,3.2356257298117184
Alaska,Female,80 to 84,Cocaine use disorders,0.0010216819503782355
Alaska,Male,80 to 84,Cocaine use disorders,0.08338318980882531
Alaska,Female,80 plus,Cocaine use disorders,0.005139305446978929
Alaska,Male,80 plus,Cocaine use disorders,0.13956354076726715
Alaska,Female,75 to 79,Cocaine use disorders,0.07849450535130087
Alaska,Male,75 to 79,Cocaine use disorders,0.6965586922747231
Alaska,Female,70 to 74,Cocaine use disorders,0.14978481652454373
Alaska,Male,70 to 74,Cocaine use disorders,1.5261069949965624
Alaska,Female,65 to 69,Cocaine use disorders,2.040282388489949
Alaska,Male,65 to 69,Cocaine use disorders,6.384263893789138
Alaska,Female,60 to 64,Cocaine use disorders,5.332549711703162
Alaska,Male,60 to 64,Cocaine use disorders,16.517771199680368
Alaska,Female,55 to 59,Cocaine use disorders,12.035813433082462
Alaska,Male,55 to 59,Cocaine use disorders,35.19746404526189
Alaska,Female,50 to 54,Cocaine use disorders,16.57012586598427
Alaska,Male,50 to 54,Cocaine use disorders,48.62817899114045
Alaska,Female,45 to 49,Cocaine use disorders,21.70747378230255
Alaska,Male,45 to 49,Cocaine use disorders,40.17806545394439
Alaska,Female,40 to 44,Cocaine use disorders,21.652516403711534
Alaska,Male,40 to 44,Cocaine use disorders,37.5078140097766
Alaska,Male,75 to 79,Opioid use disorders,6.9887899713669555
Alaska,Female,70 to 74,Opioid use disorders,10.593896783114436
Alaska,Male,70 to 74,Opioid use disorders,13.863553871212574
Alaska,Female,65 to 69,Opioid use disorders,30.703080728539053
Alaska,Male,75 to 79,Substance use disorders,34.26944508779987
Alaska,Female,70 to 74,Substance use disorders,44.12413865440117
Alaska,Male,70 to 74,Substance use disorders,79.57328762970282
Alaska,Female,65 to 69,Substance use disorders,97.63595441865908
Alaska,Male,65 to 69,Substance use disorders,188.36024749966782
Alaska,Female,60 to 64,Substance use disorders,201.60331240339505
Alaska,Male,60 to 64,Substance use disorders,375.42097604130265
Alaska,Female,55 to 59,Substance use disorders,354.63948479689407
Alaska,Male,55 to 59,Substance use disorders,672.5427871723579
Alaska,Female,50 to 54,Substance use disorders,444.72345430646993
Alaska,Male,50 to 54,Substance use disorders,808.6255358565193
Alaska,Female,75 to 79,Substance use disorders,20.50780815050388
Alaska,Female,45 to 49,Substance use disorders,510.88086244272216
Alaska,Female,40 to 44,Substance use disorders,479.6298211838806
Alaska,Male,40 to 44,Substance use disorders,860.7762464181931
Alaska,Female,35 to 39,Substance use disorders,582.6661705169008
Alaska,Male,35 to 39,Substance use disorders,1124.4052244968912
Alaska,Female,30 to 34,Substance use disorders,558.4902720210836
Alaska,Male,30 to 34,Substance use disorders,1350.0576010744835
Alaska,Female,25 to 29,Substance use disorders,509.0110849642538
Alaska,Male,25 to 29,Substance use disorders,1300.7210901685985
Alaska,Female,20 to 24,Substance use disorders,308.05101867518164
Alaska,Male,20 to 24,Substance use disorders,818.8226161920646
Alaska,Female,15 to 19,Substance use disorders,103.04806360417237
Alaska,Male,45 to 49,Substance use disorders,933.9092671298199
Alaska,Female,20 to 24,Amphetamine use disorders,8.598176593584135
Alaska,Male,80 plus,Substance use disorders,20.562666344914366
Alaska,Male,80 to 84,Substance use disorders,13.575040981755144
Alaska,Male,65 to 69,Opioid use disorders,45.78770103531278
Alaska,Female,60 to 64,Opioid use disorders,67.51065919759908
Alaska,Male,60 to 64,Opioid use disorders,117.64482825032223
Alaska,Female,55 to 59,Opioid use disorders,139.97766937847507
Alaska,Male,55 to 59,Opioid use disorders,251.1879342022216
Alaska,Female,50 to 54,Opioid use disorders,175.07040177306337
Alaska,Male,50 to 54,Opioid use disorders,359.1923993541173
Alaska,Female,45 to 49,Opioid use disorders,195.1737285082065
Alaska,Male,45 to 49,Opioid use disorders,469.1635571603402
Alaska,Female,40 to 44,Opioid use disorders,197.1276620955693
Alaska,Male,40 to 44,Opioid use disorders,499.6811964645385
Alaska,Female,80 plus,Substance use disorders,18.346837446178338
Alaska,Female,35 to 39,Opioid use disorders,274.6461538881454
Alaska,Female,30 to 34,Opioid use disorders,279.3398263806101
Alaska,Male,30 to 34,Opioid use disorders,915.1330926505556
Alaska,Female,25 to 29,Opioid use disorders,313.5193903073791
Alaska,Male,25 to 29,Opioid use disorders,981.0502989862448
Alaska,Female,20 to 24,Opioid use disorders,202.4720840439134
Alaska,Male,20 to 24,Opioid use disorders,611.8822909253804
Alaska,Female,15 to 19,Opioid use disorders,65.25211053855752
Alaska,Male,15 to 19,Opioid use disorders,154.61317360445915
Alaska,Female,80 to 84,Drug use disorders,6.424666474899262
Alaska,Male,80 to 84,Drug use disorders,6.027727637002134
Alaska,Female,80 to 84,Substance use disorders,9.875080503989958
Alaska,Male,35 to 39,Opioid use disorders,719.4887891744385
Alaska,Male,25 to 29,Amphetamine use disorders,17.797840070697458
Alaska,Female,80 plus,Alcohol use disorders,5.953090482390847
Alaska,Male,30 to 34,Amphetamine use disorders,26.425987556492576
Alaska,Female,75 to 79,Other drug use disorders,5.6591678219027575
Alaska,Male,75 to 79,Other drug use disorders,4.735607249444233
Alaska,Female,70 to 74,Other drug use disorders,11.192579245415594
Alaska,Male,70 to 74,Other drug use disorders,9.899006486119381
Alaska,Female,65 to 69,Other drug use disorders,12.258134212732532
Alaska,Male,65 to 69,Other drug use disorders,10.049881784631502
Alaska,Female,60 to 64,Other drug use disorders,26.84212176903027
Alaska,Male,60 to 64,Other drug use disorders,26.375804410416965
Alaska,Female,55 to 59,Other drug use disorders,55.378495922321044
Alaska,Male,80 plus,Other drug use disorders,4.673974062564954
Alaska,Male,55 to 59,Other drug use disorders,55.11997531374946
Alaska,Male,50 to 54,Other drug use disorders,74.32893545849059
Alaska,Female,45 to 49,Other drug use disorders,76.23015407243969
Alaska,Male,45 to 49,Other drug use disorders,89.2096662992279
Alaska,Female,40 to 44,Other drug use disorders,79.95047058526889
Alaska,Male,40 to 44,Other drug use disorders,85.63249255155809
Alaska,Female,35 to 39,Other drug use disorders,115.45699574643282
Alaska,Male,35 to 39,Other drug use disorders,115.72566145614401
Alaska,Female,30 to 34,Other drug use disorders,108.6111368976305
Alaska,Male,30 to 34,Other drug use disorders,142.7425371343193
Alaska,Female,50 to 54,Other drug use disorders,75.3469030381921
Alaska,Female,80 plus,Other drug use disorders,7.621958945979965
Alaska,Male,80 to 84,Other drug use disorders,2.8599186735266917
Alaska,Female,80 to 84,Other drug use disorders,3.9241788418265298
Alaska,Male,30 to 34,Anorexia nervosa,7.337872952346782e-06
Alaska,Female,25 to 29,Anorexia nervosa,0.2080759669061837
Alaska,Male,25 to 29,Anorexia nervosa,7.664791094726802e-06
Alaska,Female,20 to 24,Anorexia nervosa,0.14138189554984815
Alaska,Male,20 to 24,Anorexia nervosa,1.0620831612976028e-05
Alaska,Female,15 to 19,Anorexia nervosa,0.05804704251345156
Alaska,Male,15 to 19,Anorexia nervosa,1.766552081816292e-05
Alaska,Female,45 to 49,Eating disorders,0.1803059943610122
Alaska,Male,45 to 49,Eating disorders,0.0010592420603413883
Alaska,Female,40 to 44,Eating disorders,0.2296177320422973
Alaska,Male,40 to 44,Eating disorders,0.0017870578622728593
Alaska,Female,35 to 39,Eating disorders,0.29838471883374484
Alaska,Male,35 to 39,Eating disorders,0.001058260413504974
Alaska,Female,30 to 34,Eating disorders,0.31386818993952786
Alaska,Male,30 to 34,Eating disorders,0.0011457826328910928
Alaska,Female,25 to 29,Eating disorders,0.4131568166513625
Alaska,Male,25 to 29,Eating disorders,0.0027272407912029297
Alaska,Female,20 to 24,Eating disorders,0.29858277609197864
Alaska,Male,20 to 24,Eating disorders,0.0009364298023613642
Alaska,Female,15 to 19,Eating disorders,0.10089553243547836
Alaska,Male,15 to 19,Eating disorders,0.0008282092345080218
Alaska,Female,25 to 29,Other drug use disorders,89.6772507324418
Alaska,Female,25 to 29,Amphetamine use disorders,13.267735729041975
Alaska,Male,25 to 29,Other drug use disorders,131.11333312333272
Alaska,Male,20 to 24,Other drug use disorders,96.45490475510105
Alaska,Female,75 to 79,Amphetamine use disorders,0.07615723274700516
Alaska,Male,75 to 79,Amphetamine use disorders,0.1624570361584748
Alaska,Female,70 to 74,Amphetamine use disorders,0.1677812539962734
Alaska,Male,70 to 74,Amphetamine use disorders,0.38318799104230455
Alaska,Female,65 to 69,Amphetamine use disorders,0.9702090519769759
Alaska,Male,65 to 69,Amphetamine use disorders,2.2684176397495395
Alaska,Female,60 to 64,Amphetamine use disorders,2.416616203820088
Alaska,Male,60 to 64,Amphetamine use disorders,6.464805364350126
Alaska,Female,55 to 59,Amphetamine use disorders,5.3934307999092175
Alaska,Male,80 plus,Amphetamine use disorders,0.05051688043734839
Alaska,Male,55 to 59,Amphetamine use disorders,13.846570881613946
Alaska,Male,50 to 54,Amphetamine use disorders,18.92385028613794
Alaska,Female,45 to 49,Amphetamine use disorders,8.152213434657586
Alaska,Male,45 to 49,Amphetamine use disorders,17.565290274961313
Alaska,Female,40 to 44,Amphetamine use disorders,8.002008726447768
Alaska,Male,35 to 39,Anorexia nervosa,5.054842588763885e-05
Alaska,Male,40 to 44,Amphetamine use disorders,16.420399990304528
Alaska,Female,35 to 39,Amphetamine use disorders,10.8934702897306
Alaska,Male,35 to 39,Amphetamine use disorders,21.159435724408556
Alaska,Female,30 to 34,Amphetamine use disorders,11.092342506928956
Alaska,Female,50 to 54,Amphetamine use disorders,7.3684275058481274
Alaska,Male,80 to 84,Amphetamine use disorders,0.030864975530964508
Alaska,Female,80 to 84,Amphetamine use disorders,0.0031606974963447163
Alaska,Male,15 to 19,Other drug use disorders,24.613890540102872
Alaska,Female,15 to 19,Other drug use disorders,17.622575101741905
Alaska,Female,35 to 39,Anorexia nervosa,0.1842288574724375
Alaska,Male,40 to 44,Anorexia nervosa,0.00016860107459487652
Alaska,Female,40 to 44,Anorexia nervosa,0.1491493779563495
Alaska,Male,45 to 49,Anorexia nervosa,2.1720145563880765e-05
